1,70CIV01,15,15,28,0,0
2,70CIV02,15,15,28,0,0
3,70CIV03,15,15,28,0,0
4,70CIV04,15,15,28,0,0
5,70CIV05,15,15,28,0,0
6,70CIV06,15,15,28,0,0
7,70CIV07,15,15,28,0,0
8,70CIV08,15,15,28,0,0
9,70CIV09,15,15,28,0,0
10,70CIV10,15,15,28,0,0
11,70CIV11,15,15,28,0,0
12,70CIV12,15,15,28,0,0
13,70CIV13,15,15,28,0,0
14,70CIV14,15,15,28,0,0
15,70CSE01,15,15,28,0,0
16,aits051001,15,15,28,0,0
17,aits051002,15,15,28,0,0
18,aits051003,15,15,28,0,0
19,aits051004,15,15,28,0,0
20,aits051005,15,15,28,0,0
21,aits051006,15,15,28,0,0
22,aits051007,15,15,28,0,0
23,aits051008,15,15,28,0,0
24,aits051009,15,15,28,0,0
25,aits051010,15,15,28,0,0
26,aits051011,15,15,28,0,0
27,aits051012,15,15,28,0,0
28,aits051013,15,15,28,0,0
29,aits051014,15,15,28,0,0
30,aits051015,15,15,28,0,0
31,aits051016,15,15,28,0,0
32,aits051017,15,15,28,0,0
33,aits051018,15,15,28,0,0
34,aits051019,15,15,28,0,0
35,aits051020,15,15,28,0,0
36,aits051021,15,15,28,0,0
37,aits051022,15,15,28,0,0
38,aits051023,15,15,28,0,0
39,aits051024,15,15,28,0,0
40,aits051025,15,15,28,0,0
41,aits051026,15,15,28,0,0
42,aits051027,15,15,28,0,0
43,aits051028,15,15,28,0,0
44,aits051029,15,15,28,0,0
45,aits051030,15,15,28,0,0
46,aits051031,15,15,28,0,0
47,aits051032,15,15,28,0,0
48,aits051033,15,15,28,0,0
49,aits051034,15,15,28,0,0
50,aits051035,15,15,28,0,0
51,aits051036,15,15,28,0,0
52,aits051037,15,15,28,0,0
53,aits051038,15,15,28,0,0
54,aits051039,15,15,28,0,0
55,aits051040,15,15,28,0,0
56,aits051041,15,15,28,0,0
57,aits051042,15,15,28,0,0
58,aits051043,15,15,28,0,0
59,aits051044,15,15,28,0,0
60,aits051045,15,15,28,0,0
61,aits051046,15,15,28,0,0
62,aits051047,15,15,28,0,0
63,aits051048,15,15,28,0,0
64,aits051049,15,15,28,0,0
65,aits051050,15,15,28,0,0
66,70ECE19,15,15,28,0,0
67,70ECE20,15,15,28,0,0
68,70ECE21,15,15,28,0,0
69,70ECE22,15,15,28,0,0
70,70ECE23,15,15,28,0,0
71,70ECE24,15,15,28,0,0
72,70ECE25,15,15,28,0,0
73,70ECE26,15,15,28,0,0
74,70ECE27,15,15,28,0,0
75,70ECE28,15,15,28,0,0
76,70ECE29,15,15,28,0,0
77,70ECE30,15,15,28,0,0
78,70ECE31,15,15,28,0,0
79,70ECE32,15,15,28,0,0
80,70ECE33,15,15,28,0,0
81,70ECE34,15,15,28,0,0
82,70ECE35,15,15,28,0,0
83,70ECE36,15,15,28,0,0
84,70EEE01,15,15,28,0,0
85,70EEE02,15,15,28,0,0
86,70EEE03,15,15,28,0,0
87,70EEE04,15,15,28,0,0
88,70EEE05,15,15,28,0,0
89,70EEE06,15,15,28,0,0
90,70EEE07,15,15,28,0,0
91,70EEE08,15,15,28,0,0
92,70EEE09,15,15,28,0,0
93,70EEE10,15,15,28,0,0
94,70EEE11,15,15,28,0,0
95,70EEE12,15,15,28,0,0
96,70EEE13,15,15,28,0,0
97,70EEE14,15,15,28,0,0
98,70EEE15,15,15,28,0,0
99,70EEE16,15,15,28,0,0
100,70EEE17,15,15,28,0,0
101,70EEE18,15,15,28,0,0
102,70EEE19,15,15,28,0,0
103,70EEE20,15,15,28,0,0
104,70EEE21,15,15,28,0,0
105,70EEE22,15,15,28,0,0
106,70EEE23,15,15,28,0,0
107,70EEE24,15,15,28,0,0
108,70HS01,15,15,28,0,0
109,70HS02,15,15,28,0,0
110,70HS03,15,15,28,0,0
111,70HS04,15,15,28,0,0
112,70HS05,15,15,28,0,0
113,70HS06,15,15,28,0,0
114,70HS07,15,15,28,0,0
115,70HS08,15,15,28,0,0
116,70HS09,15,15,28,0,0
117,70HS10,15,15,28,0,0
118,70HS11,15,15,28,0,0
119,70HS12,15,15,28,0,0
120,70HS13,15,15,28,0,0
121,70HS14,15,15,28,0,0
122,70HS15,15,15,28,0,0
123,70HS16,15,15,28,0,0
124,70HS17,15,15,28,0,0
125,70HS18,15,15,28,0,0
126,70HS19,15,15,28,0,0
127,70HS20,15,15,28,0,0
128,70HS21,15,15,28,0,0
129,70HS22,15,15,28,0,0
130,70HS23,15,15,28,0,0
131,70HS24,15,15,28,0,0
132,70HS25,15,15,28,0,0
133,70HS26,15,15,28,0,0
134,70HS27,15,15,28,0,0
135,70HS28,15,15,28,0,0
136,70HS29,15,15,28,0,0
137,70HS30,15,15,28,0,0
138,70HS31,15,15,28,0,0
139,70HS32,15,15,28,0,0
140,70HS33,15,15,28,0,0
141,70HS34,15,15,28,0,0
142,70HS35,15,15,28,0,0
143,70HS36,15,15,28,0,0
144,70HS37,15,15,28,0,0
145,70HS38,15,15,28,0,0
146,70CIT01,15,15,28,0,0
147,70CIT02,15,15,28,0,0
148,70CIT03,15,15,28,0,0
149,70CIT04,15,15,28,0,0
150,70CIT05,15,15,28,0,0
151,70CIT06,15,15,28,0,0
152,70CIT07,15,15,28,0,0
153,70CIT08,15,15,28,0,0
154,70CIT09,15,15,28,0,0
155,70CIT10,15,15,28,0,0
156,70CIT11,15,15,28,0,0
157,70CIT12,15,15,28,0,0
158,70CIT13,15,15,28,0,0
159,70CIT14,15,15,28,0,0
160,70MBA01,15,15,28,0,0
161,70MBA02,15,15,28,0,0
162,70MBA03,15,15,28,0,0
163,70MBA04,15,15,28,0,0
164,70MBA05,15,15,28,0,0
165,70MBA06,15,15,28,0,0
166,70MBA07,15,15,28,0,0
167,70MBA08,15,15,28,0,0
168,70MBA09,15,15,28,0,0
169,70MBA10,15,15,28,0,0
170,70MCA01,15,15,28,0,0
171,70MCA02,15,15,28,0,0
172,70MCA03,15,15,28,0,0
173,70MCA04,15,15,28,0,0
174,70MCA05,15,15,28,0,0
175,70MCA06,15,15,28,0,0
176,70MEC01,15,15,28,0,0
177,70MEC02,15,15,28,0,0
178,70MEC03,15,15,28,0,0
179,70MEC04,15,15,28,0,0
180,70MEC05,15,15,28,0,0
181,70MEC06,15,15,28,0,0
182,70MEC07,15,15,28,0,0
183,70MEC08,15,15,28,0,0
184,70MEC09,15,15,28,0,0
185,70MEC10,15,15,28,0,0
186,70MEC11,15,15,28,0,0
187,70MEC12,15,15,28,0,0
188,70MEC13,15,15,28,0,0
189,70MEC14,15,15,28,0,0
190,70MEC15,15,15,28,0,0
191,70MEC16,15,15,28,0,0
192,70MEC17,15,15,28,0,0
193,70MEC18,15,15,28,0,0
194,70MEC19,15,15,28,0,0
195,70MEC20,15,15,28,0,0
196,70MEC21,15,15,28,0,0
197,70MEC22,15,15,28,0,0
198,70MEC23,15,15,28,0,0
199,70MEC24,15,15,28,0,0
200,70MEC25,15,15,28,0,0
201,70MEC26,15,15,28,0,0
202,70MEC27,15,15,28,0,0
203,70MEC28,15,15,28,0,0
204,70MEC29,15,15,28,0,0
205,70MEC30,15,15,28,0,0
206,70MEC31,15,15,28,0,0
207,70MEC32,15,15,28,0,0
208,70MEC33,15,15,28,0,0
209,70MEC34,15,15,28,0,0
210,70MEC35,15,15,28,0,0
211,70MEC36,15,15,28,0,0
212,70MEC37,15,15,28,0,0
213,70MEC38,15,15,28,0,0
214,70MEC39,15,15,28,0,0
215,70MEC40,15,15,28,0,0
216,70MEC41,15,15,28,0,0
217,70MEC42,15,15,28,0,0
218,70MEC43,15,15,28,0,0
219,70MEC44,15,15,28,0,0
220,70MEC45,15,15,28,0,0
221,70MEC46,15,15,28,0,0
222,70MEC47,15,15,28,0,0
223,70MEC48,15,15,28,0,0
224,70MEC49,15,15,28,0,0
